Time,pods
2023-12-24 13:05:00,1.0
2023-12-24 13:06:00,1.0
2023-12-24 13:07:00,1.0
2023-12-24 13:08:00,2.0
2023-12-24 13:09:00,3.0
2023-12-24 13:10:00,3.0
2023-12-24 13:11:00,3.0
2023-12-24 13:12:00,3.0
2023-12-24 13:13:00,4.0
2023-12-24 13:14:00,4.0
2023-12-24 13:15:00,4.0
2023-12-24 13:16:00,4.0
2023-12-24 13:17:00,5.0
2023-12-24 13:18:00,5.0
2023-12-24 13:19:00,5.0
2023-12-24 13:20:00,5.0
2023-12-24 13:21:00,5.0
2023-12-24 13:22:00,5.0
2023-12-24 13:23:00,5.0
2023-12-24 13:24:00,5.0
2023-12-24 13:25:00,5.0
2023-12-24 13:26:00,5.0
2023-12-24 13:27:00,5.0
2023-12-24 13:28:00,5.0
2023-12-24 13:29:00,5.0
2023-12-24 13:30:00,5.0
2023-12-24 13:31:00,5.0
2023-12-24 13:32:00,5.0
2023-12-24 13:33:00,5.0
2023-12-24 13:34:00,5.0
2023-12-24 13:35:00,6.0
2023-12-24 13:36:00,6.0
2023-12-24 13:37:00,6.0
2023-12-24 13:38:00,6.0
2023-12-24 13:39:00,6.0
2023-12-24 13:40:00,6.0
2023-12-24 13:41:00,6.0
2023-12-24 13:42:00,6.0
2023-12-24 13:43:00,6.0
2023-12-24 13:44:00,6.0
2023-12-24 13:45:00,6.0
2023-12-24 13:46:00,7.0
2023-12-24 13:47:00,7.0
2023-12-24 13:48:00,7.0
2023-12-24 13:49:00,7.0
2023-12-24 13:50:00,7.0
2023-12-24 13:51:00,7.0
2023-12-24 13:52:00,7.0
2023-12-24 13:53:00,8.0
2023-12-24 13:54:00,8.0
2023-12-24 13:55:00,8.0
2023-12-24 13:56:00,8.0
2023-12-24 13:57:00,8.0
2023-12-24 13:58:00,8.0
2023-12-24 13:59:00,8.0
2023-12-24 14:00:00,8.0
2023-12-24 14:01:00,8.0
2023-12-24 14:02:00,8.0
2023-12-24 14:03:00,8.0
2023-12-24 14:04:00,7.0
2023-12-24 14:05:00,7.0
2023-12-24 14:06:00,7.0
2023-12-24 14:07:00,7.0
2023-12-24 14:08:00,7.0
2023-12-24 14:09:00,7.0
2023-12-24 14:10:00,8.0
2023-12-24 14:11:00,8.0
2023-12-24 14:12:00,8.0
2023-12-24 14:13:00,8.0
2023-12-24 14:14:00,8.0
2023-12-24 14:15:00,8.0
2023-12-24 14:16:00,8.0
2023-12-24 14:17:00,8.0
2023-12-24 14:18:00,8.0
2023-12-24 14:19:00,8.0
2023-12-24 14:20:00,8.0
2023-12-24 14:21:00,8.0
2023-12-24 14:22:00,8.0
2023-12-24 14:23:00,8.0
2023-12-24 14:24:00,8.0
2023-12-24 14:25:00,8.0
2023-12-24 14:26:00,8.0
2023-12-24 14:27:00,8.0
2023-12-24 14:28:00,8.0
2023-12-24 14:29:00,8.0
2023-12-24 14:30:00,8.0
2023-12-24 14:31:00,8.0
2023-12-24 14:32:00,8.0
2023-12-24 14:33:00,8.0
2023-12-24 14:34:00,8.0
2023-12-24 14:35:00,8.0
2023-12-24 14:36:00,8.0
2023-12-24 14:37:00,8.0
2023-12-24 14:38:00,8.0
2023-12-24 14:39:00,9.0
2023-12-24 14:40:00,9.0
2023-12-24 14:41:00,9.0
2023-12-24 14:42:00,9.0
2023-12-24 14:43:00,9.0
2023-12-24 14:44:00,9.0
2023-12-24 14:45:00,9.0
